CIT_ID_NO,legal_form_pol,legal_form_pol_english,sector_pol,sector_long,sector,province_pol,province,revenue,revenue_poland,revenue_outside_poland,revenue_outside_poland_other,expenditure,tax_deductible_expenditure_poland,tax_deductible_expenditure_outside_poland,tax_deductible_expenditure_outside_poland_other,tax_deductible_expediture_intellectual_property,tax_deductible_expenditure_on_interest_income,income_art_7_2_total,loss_art_7_2_total,loss_art_7_3_4_a,income,loss,tax_free_income_total,tax_free_income_statistic_purpose_art_17_1_4d_etc,tax_free_income_art_17_1_4,tax_free_income_non_agriculture_art_17_1_4e,tax_free_income_subsidies_art_17_1_21,tax_free_income_art_17_1_23_24,tax_free_income_art_17_1_34,tax_free_income_art_17_1_39,tax_free_income_housing_coops_art_17_1_44,tax_free_income_subsidies_state_local_art_17_1_47,tax_free_income_amounts_government_agencies_art_17_1_48,tax_free_income_agriculture_producer_groups_art_17_1_49,tax_free_income_financial_programs_central_europe_art_17_1_52,tax_free_income_environmental_finances_art_17_1_53,tax_free_income_other_art_17_1,tax_free_income_other,deductions_from_income_total,loss_from_previous_years,deductions_from_income_art_18_1_1,deductions_from_income_art_18_1_7,tax_base_before_deductions,deductions_from_tax_base,income_tax_base_after_deductions,tax_rate,tax,tax_due
364,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,14 Mazowieckie,Mazowieckie,8544480.47,8544480.47,0,0,8388131.47,8388131.47,0,0,0,0,156349,0,0,156349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156349,0,156349,19,29706.31,29706
365,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,K Działalność finansowa i ubezpieczeniowa,K Financial and insurance activities,Finance,22 Pomorskie,Pomorskie,8543908.02,8543908.02,0,0,8964949.09,8964949.09,0,0,0,0,0,421041.07,0,0,421041.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
366,OSP.55 Stowarzyszenia,OSP.55 of the Association,"R Działalność związana z kulturą, rozrywką i rekreacją","R Activities related to culture, entertainment and recreation",Entertainment,30 Wielkopolskie,Wielkopolskie,8541523.78,8541523.78,0,0,8320465.24,8320465.24,0,0,0,0,221058.54,0,0,221058.54,0,211509.37,0,211509.37,0,0,0,0,0,0,0,0,0,0,0,0,0,9549.17,9549.17,0,0,0,0,0,15,0,0
367,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,10 Łódzkie,Łódzkie,8541466.01,8541466.01,0,0,8352812.09,8352812.09,0,0,0,0,188653.92,0,0,188653.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188653.92,0,188654,19,35844.26,35844
368,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,Q Opieka zdrowotna i pomoc społeczna,Q Health care and social assistance,Health,14 Mazowieckie,Mazowieckie,8541264.3,8541264.3,0,0,8233549.28,8233549.28,0,0,0,0,307715.02,0,0,307715.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307715.02,0,307715,19,58465.85,58466
369,OSP.16 Spółki akcyjne,OSP.16 Joint stock companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,14 Mazowieckie,Mazowieckie,8541264.14,8541264.14,0,0,8935143.9,8935143.9,0,0,0,0,0,393879.76,0,0,393879.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
370,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,22 Pomorskie,Pomorskie,8541149.22,8541149.22,0,0,9244062.08,9244062.08,0,0,0,0,0,702912.86,0,0,702912.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
371,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,28 Warmińsko-Mazurskie,Warmińsko-Mazurskie,8538996.37,8538996.37,0,0,8508429.65,8508429.65,0,0,0,0,30566.72,0,0,30566.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30566.72,0,30567,19,5807.73,5808
372,OSP.16 Spółki akcyjne,OSP.16 Joint stock companies,#NAME?,Not determined,Not determined,14 Mazowieckie,Mazowieckie,8538710.07,8538710.07,0,0,8715524.23,8715524.23,0,0,0,0,0,176814.16,0,0,176814.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
373,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,22 Pomorskie,Pomorskie,8538666.3,8538666.3,0,0,7993651.83,7993651.83,0,0,0,0,545014.47,0,0,545014.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123689.88,123689.88,0,0,421324.59,0,421325,19,80051.75,80052
374,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8538147.36,8538147.36,0,0,7577926.75,7577926.75,0,0,0,0,960220.61,0,0,960220.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960220.61,0,960221,19,182441.99,182442
375,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,J Informacja i komunikacja,J Information and communication,ICT,24 Śląskie,Śląskie,8537160.57,8537160.57,0,0,8171747.38,8171747.38,0,0,0,0,365413.19,0,0,365413.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365413.19,0,365413,19,69428.47,69428
376,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,E Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,"E Water supply; sewerage, waste management and remediation activities",Utilities,24 Śląskie,Śląskie,8536794.05,8536794.05,0,0,8505183.91,8505183.91,0,0,0,0,31610.14,0,0,31610.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11493.26,11493.26,0,0,20116.88,0,20117,19,3822.23,3822
377,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,24 Śląskie,Śląskie,8535988.05,8535988.05,0,0,8542915.17,8542915.17,0,0,0,0,0,6927.12,0,0,6927.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
378,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,24 Śląskie,Śląskie,8535687.07,7805759.61,729927.46,0,5646253.99,5646253.99,0,0,0,0,2889433.08,0,0,2889433.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2889433.08,0,2889433,19,548992.27,548992
379,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8535360.55,8535360.55,0,0,8535760.51,8535760.51,0,0,0,0,0,399.96,0,0,399.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
380,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"D Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych","D Production and supply of electricity, gas, steam, hot water and air for air conditioning systems",Utilities,24 Śląskie,Śląskie,8534988.77,8534988.77,0,0,6832265.76,6832265.76,0,0,0,0,1702723.01,0,0,1702723.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702723.01,0,1702723,19,323517.37,323517
381,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,N Działalność w zakresie usług administrowania i działalność wspierająca,N Administrative and support service activities,Admin and Support Services,24 Śląskie,Śląskie,8534166.64,8534166.64,0,0,7955899.77,7955899.77,0,0,0,0,578266.87,0,0,578266.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578266.87,0,578267,19,109870.73,109871
382,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,E Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,"E Water supply; sewerage, waste management and remediation activities",Utilities,14 Mazowieckie,Mazowieckie,8533729.26,8533729.26,0,0,8358582.81,8358582.81,0,0,0,0,175146.45,0,0,175146.45,0,14678.76,0,0,0,14678.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160467.69,0,160468,19,30488.92,30489
383,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,14 Mazowieckie,Mazowieckie,8533145.89,8533145.89,0,0,7870060.41,7870060.41,0,0,0,0,663085.48,0,0,663085.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663085.48,0,663085,19,125986.15,125986
384,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,14 Mazowieckie,Mazowieckie,8532675.03,8532675.03,0,0,8489981.91,8489981.91,0,0,0,0,42693.12,0,0,42693.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42693.12,0,42693,19,8111.67,8112
385,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,24 Śląskie,Śląskie,8532475.08,8532475.08,0,0,6960311.43,6960311.43,0,0,0,0,1572163.65,0,0,1572163.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,0,1562163.65,0,1562164,19,296811.16,296811
386,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,24 Śląskie,Śląskie,8532079.75,8532079.75,0,0,8601518.93,8601518.93,0,0,0,0,0,69439.18,0,0,69439.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
387,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,E Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,"E Water supply; sewerage, waste management and remediation activities",Utilities,32 Zachodniopomorskie,Zachodniopomorskie,8532074.94,8532074.94,0,0,7662988.05,7662988.05,0,0,0,0,869086.89,0,0,869086.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869086.89,0,869087,19,165126.53,165127
388,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,24 Śląskie,Śląskie,8531940.38,8531940.38,0,0,11036172.13,11036172.13,0,0,0,0,0,2504231.75,0,0,2504231.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
389,OSP.16 Spółki akcyjne,OSP.16 Joint stock companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8531735.82,8531735.82,0,0,8686749.56,8686749.56,0,0,0,0,0,155013.74,0,0,155013.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
390,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"D Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych","D Production and supply of electricity, gas, steam, hot water and air for air conditioning systems",Utilities,24 Śląskie,Śląskie,8530175.22,8530175.22,0,0,8270797.05,8270797.05,0,0,0,0,259378.17,0,0,259378.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259378.17,0,259378,19,49281.82,49282
391,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,J Informacja i komunikacja,J Information and communication,ICT,24 Śląskie,Śląskie,8529950.73,8529950.73,0,0,6900514.41,6900514.41,0,0,0,0,1629436.32,0,0,1629436.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12208.68,0,12208.68,0,1617227.64,0,1617228,19,307273.32,307273
392,OSP.31 Wojewódzkie samorządowe jednostki organizacyjne,OSP.31 Voivodship self-government organizational units,P Edukacja,P Education,Education,30 Wielkopolskie,Wielkopolskie,8529080.64,8529080.64,0,0,8271390.65,8271390.65,0,0,0,0,257689.99,0,0,257689.99,0,197496.56,0,197496.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60193.43,0,60193,19,11436.67,11437
393,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,J Informacja i komunikacja,J Information and communication,ICT,24 Śląskie,Śląskie,8528659.31,8528659.31,0,0,8228307.62,8228307.62,0,0,0,0,300351.69,0,0,300351.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,0,290351.69,0,290352,19,55166.88,55167
394,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,I Działalność związana z zakwaterowaniem i usługami gastronomicznymi,I Activities related to accommodation and catering services,Hotels and Restaurants,24 Śląskie,Śląskie,8528060.7,8528060.7,0,0,8968428.36,8968428.36,0,0,0,0,0,440367.66,0,0,440367.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
395,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,14 Mazowieckie,Mazowieckie,8527740.6,8527740.6,0,0,10818337.96,10818337.96,0,0,0,0,0,2290597.36,0,0,2290597.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
396,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,02 Dolnośląskie,Dolnośląskie,8526836.27,8526836.27,0,0,8714646.99,8714646.99,0,0,0,0,0,187810.72,0,0,187810.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
397,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,I Działalność związana z zakwaterowaniem i usługami gastronomicznymi,I Activities related to accommodation and catering services,Hotels and Restaurants,10 Łódzkie,Łódzkie,8525988.93,8525988.93,0,0,7400064.61,7400064.61,0,0,0,0,1125924.32,0,0,1125924.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125924.32,0,1125924,19,213925.56,213926
398,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"M Działalność profesjonalna, naukowa i techniczna","M Professional, scientific and technical activities",Professional/Scientific,08 Lubuskie,Lubuskie,8525877.87,8525877.87,0,0,8424866.6,8424866.6,0,0,0,0,101011.27,0,0,101011.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17799.73,17799.73,0,0,83211.54,0,83212,19,15810.28,15810
399,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8525358.66,8525358.66,0,0,9100583.47,9100583.47,0,0,0,0,0,575224.81,0,0,575224.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
400,OSP.46 Samodzielne publiczne zakłady opieki zdrowotnej,OSP.46 Independent public healthcare institutions,Q Opieka zdrowotna i pomoc społeczna,Q Health care and social assistance,Health,30 Wielkopolskie,Wielkopolskie,8525086.63,8525086.63,0,0,8520528.93,8520528.93,0,0,0,0,4557.7,0,0,4557.7,0,4557.7,0,4557.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
401,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,02 Dolnośląskie,Dolnośląskie,8524183.58,8524183.58,0,0,8497662.23,8497662.23,0,0,0,0,26521.35,0,0,26521.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26521.35,26521.35,0,0,0,0,0,19,0,0
402,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,24 Śląskie,Śląskie,8522176.86,8522176.86,0,0,8190071.7,8190071.7,0,0,0,0,332105.16,0,0,332105.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332105.16,0,332105,19,63099.95,63100
403,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,24 Śląskie,Śląskie,8521812.09,8521812.09,0,0,8550266.68,8550266.68,0,0,0,0,0,28454.59,0,0,28454.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
404,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,02 Dolnośląskie,Dolnośląskie,8521749.66,8521749.66,0,0,6204153.92,6204153.92,0,0,0,0,2317595.74,0,0,2317595.74,0,2077434.08,0,0,0,0,0,0,0,2077434.08,0,0,0,0,0,0,0,0,0,0,0,240161.66,0,240162,19,45630.78,45631
405,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,14 Mazowieckie,Mazowieckie,8521528.38,8521528.38,0,0,8522758.89,8522758.89,0,0,0,0,0,1230.51,0,0,1230.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
406,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,26 Świętokrzyskie,Świętokrzyskie,8520895.94,8520895.94,0,0,9677571.79,9677571.79,0,0,0,0,0,1156675.85,0,0,1156675.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
407,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,I Działalność związana z zakwaterowaniem i usługami gastronomicznymi,I Activities related to accommodation and catering services,Hotels and Restaurants,32 Zachodniopomorskie,Zachodniopomorskie,8520622.91,8520622.91,0,0,7490520.52,7490520.52,0,0,0,0,1030102.39,0,0,1030102.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030102.39,0,1030102,15,154515.3,154515
408,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,02 Dolnośląskie,Dolnośląskie,8519935.89,8519935.89,0,0,7890508.76,7890508.76,0,0,0,0,629427.13,0,0,629427.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507080.02,507080.02,0,0,122347.11,0,122347,19,23245.93,23246
409,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8519745.74,8519745.74,0,0,7487943.28,7487943.28,0,0,0,0,1031802.46,0,0,1031802.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574872.95,574872.95,0,0,456929.51,0,456930,15,68539.5,68540
410,OSP.28 Państwowe jednostki organizacyjne,OSP.28 State organizational units,"R Działalność związana z kulturą, rozrywką i rekreacją","R Activities related to culture, entertainment and recreation",Entertainment,14 Mazowieckie,Mazowieckie,8519341.63,8519341.63,0,0,1180215.78,1180215.78,0,0,0,0,7339125.85,0,0,7339125.85,0,7339125.85,0,123280.83,0,747175.76,0,0,0,0,6468669.26,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
411,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8518674.88,8518674.88,0,0,8044014.82,8044014.82,0,0,0,0,474660.06,0,0,474660.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474660.06,0,474660,19,90185.4,90185
412,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,24 Śląskie,Śląskie,8516836.08,8516836.08,0,0,24997556.16,24997556.16,0,0,0,0,0,16480720.08,0,0,16480720.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
413,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,24 Śląskie,Śląskie,8516328.57,8516328.57,0,0,7703770.99,7703770.99,0,0,0,0,812557.58,0,0,812557.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812557.58,0,812558,19,154386.02,154386
414,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,24 Śląskie,Śląskie,8515442.74,8515442.74,0,0,8514019.45,8514019.45,0,0,0,0,1423.29,0,0,1423.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.29,1423.29,0,0,0,0,0,19,0,0
415,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,32 Zachodniopomorskie,Zachodniopomorskie,8514638.29,8514638.29,0,0,8778598.17,8778598.17,0,0,0,0,0,263959.88,0,0,263959.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
416,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,24 Śląskie,Śląskie,8513947.27,8513947.27,0,0,8485979.55,8485979.55,0,0,0,0,27967.72,0,0,27967.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27967.72,0,27968,19,5313.92,5314
417,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,N Działalność w zakresie usług administrowania i działalność wspierająca,N Administrative and support service activities,Admin and Support Services,14 Mazowieckie,Mazowieckie,8513918.62,6407875.46,0,2106043.16,7848151.47,5286277.98,0,2561873.49,0,0,665767.15,0,455830.33,1121597.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121597.48,0,1121597,19,213103.43,213103
418,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,24 Śląskie,Śląskie,8513467.52,8513467.52,0,0,8327955.55,8327955.55,0,0,0,0,185511.97,0,0,185511.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185511.97,185511.97,0,0,0,0,0,19,0,0
419,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,08 Lubuskie,Lubuskie,8512590.82,8512590.82,0,0,6207573.68,6207573.68,0,0,0,0,2305017.14,0,0,2305017.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2305017.14,0,2305017,19,437953.23,437953
420,OSP.28 Państwowe jednostki organizacyjne,OSP.28 State organizational units,P Edukacja,P Education,Education,24 Śląskie,Śląskie,8511759.44,8511759.44,0,0,8497674.79,8497674.79,0,0,0,0,14084.65,0,0,14084.65,0,14084.65,14084.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
421,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,24 Śląskie,Śląskie,8511398,8511398,0,0,7872277,7872277,0,0,0,0,639121,0,0,639121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639121,0,639121,19,121432.99,121433
422,OSP.40 Spółdzielnie,OSP.40 Cooperatives,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,32 Zachodniopomorskie,Zachodniopomorskie,8511127.97,8511127.97,0,0,8507744.71,8507744.71,0,0,0,0,3383.26,0,0,3383.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383.26,0,3383,19,642.77,643
423,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"D Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych","D Production and supply of electricity, gas, steam, hot water and air for air conditioning systems",Utilities,14 Mazowieckie,Mazowieckie,8510877.29,8510877.29,0,0,9535608.06,9535608.06,0,0,0,0,0,1024730.77,0,0,1024730.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
